code,from,to,Fr,Nl
14233,2016-10-01,,galantamine oral (libér. modifiée) 8 mg,galantamine oraal (gereg. afgifte) 8 mg
14258,2016-10-01,,"ganciclovir gel ophtalmique 1,5 mg / 1 g","ganciclovir gel oculair 1,5 mg / 1 g"
14274,2016-10-01,,"ganirélix injection 0,25 mg / 0,5 ml","ganirelix injectie 0,25 mg / 0,5 ml"
14308,2016-10-01,,charbon activé oral 200 mg,geactiveerde kool oraal 200 mg
14316,2016-10-01,,charbon activé oral 250 mg,geactiveerde kool oraal 250 mg
14340,2016-10-01,2017-06-12,charbon activé + Streptococcus lactis oral 50 mg,geactiveerde kool + Streptococcus lactis oraal 50 mg
14365,2016-10-01,,géfitinib oral 250 mg,gefitinib oraal 250 mg
14381,2016-10-01,,"gemcitabine perfusion 1,5 g / 15 ml","gemcitabine infusie 1,5 g / 15 ml"
14399,2016-10-01,,"gemcitabine perfusion 1,5 g / 39,5 ml","gemcitabine infusie 1,5 g / 39,5 ml"
14415,2016-10-01,,gemcitabine perfusion 1 g / 10 ml,gemcitabine infusie 1 g / 10 ml
14423,2016-10-01,,gemcitabine perfusion 1 g / 25 ml,gemcitabine infusie 1 g / 25 ml
14464,2016-10-01,,gemcitabine perfusion 200 mg / 2 ml,gemcitabine infusie 200 mg / 2 ml
14480,2016-10-01,,"gemcitabine perfusion 200 mg / 5,3 ml","gemcitabine infusie 200 mg / 5,3 ml"
14498,2016-10-01,,gemcitabine perfusion 200 mg / 5 ml,gemcitabine infusie 200 mg / 5 ml
14506,2016-10-01,,gemcitabine perfusion 200 mg,gemcitabine infusie 200 mg
14522,2016-10-01,,gemcitabine perfusion 2 g / 50 ml,gemcitabine infusie 2 g / 50 ml
14530,2016-10-01,,"gemcitabine perfusion 2 g / 52,6 ml","gemcitabine infusie 2 g / 52,6 ml"
14555,2016-10-01,,gentamicine (implant) 130 mg,gentamicine (implantaat) 130 mg
14563,2016-10-01,,gentamicine perfusion 240 mg / 80 ml,gentamicine infusie 240 mg / 80 ml
14571,2016-10-01,,gentamicine perfusion 360 mg / 120 ml,gentamicine infusie 360 mg / 120 ml
14654,2016-10-01,,glatiramère injection 20 mg / 1 ml,glatirameer injectie 20 mg / 1 ml
14670,2016-10-01,,gliclazide oral (libér. modifiée) 30 mg,gliclazide oraal (gereg. afgifte) 30 mg
14712,2016-10-01,,glimépiride oral 3 mg,glimepiride oraal 3 mg
14720,2016-10-01,,glimépiride oral 4 mg,glimepiride oraal 4 mg
14811,2016-10-01,,"glycérol rectal 1,3 g","glycerol rectaal 1,3 g"
20461,2016-10-01,,Mentha x piperita oral 182 mg,Mentha x piperita oraal 182 mg
25395,,,,
14050,2016-10-01,,phytoménadione injection/oral 10 mg / 1 ml,fytomenadion injectie/oraal 10 mg / 1 ml
14068,2016-10-01,,"phytoménadione injection/oral 2 mg / 0,2 ml","fytomenadion injectie/oraal 2 mg / 0,2 ml"
14100,,,,
14118,,,,
14134,,,,
15503,2016-10-01,,virus de l'hépatite A injection 1 440 U.Elisa / 1 ml,hepatitis A-virus injectie 1 440 Elisa E / 1 ml
14894,2016-10-01,,glycopyrronium inhalé 50 µg,glycopyrronium inhalatie 50 µg
15545,2016-10-01,,"virus de l'hépatite A injection 720 U.Elisa / 0,5 ml","hepatitis A-virus injectie 720 Elisa E / 0,5 ml"
15560,2016-10-01,,"virus de l'hépatite B injection 10 µg / 0,5 ml","hepatitis B-virus injectie 10 µg / 0,5 ml"
15578,2016-10-01,,virus de l'hépatite B injection 10 µg / 1 ml,hepatitis B-virus injectie 10 µg / 1 ml
15537,2016-10-01,,virus de l'hépatite A injection 50 U / 1 ml,hepatitis A-virus injectie 50 E / 1 ml
16030,2016-10-01,2018-04-29,hydrotalcite oral 1 g / 10 ml,hydrotalciet oraal 1 g / 10 ml
15586,2016-10-01,,"virus de l'hépatite B injection 20 µg / 0,5 ml","hepatitis B-virus injectie 20 µg / 0,5 ml"
15594,2016-10-01,,virus de l'hépatite B injection 20 µg / 1 ml,hepatitis B-virus injectie 20 µg / 1 ml
15602,2016-10-01,,virus de l'hépatite B injection 40 µg / 1 ml,hepatitis B-virus injectie 40 µg / 1 ml
20057,2016-10-01,,maprotiline oral 50 mg,maprotiline oraal 50 mg
15610,2016-10-01,2017-06-12,"virus de l'hépatite B injection 5 µg / 0,5 ml","hepatitis B-virus injectie 5 µg / 0,5 ml"
15636,2016-10-01,,hexamidine + lidocaïne oropharyngé 1 mg + 2 mg / 1 ml,hexamidine + lidocaïne orofaryngeaal 1 mg + 2 mg / 1 ml
16287,2016-10-01,,ibuprofène gel transdermique local 50 mg / 1 g,ibuprofen gel transdermaal lokaal 50 mg / 1 g
18192,2016-10-01,,kétotifène oral 1 mg,ketotifen oraal 1 mg
15388,2016-10-01,,Haemophilus influenzae type b injection,Haemophilus influenzae type b injectie
16428,2016-10-01,,idursulfase perfusion 6 mg / 3 ml,idursulfase infusie 6 mg / 3 ml
14910,2016-10-01,,"golimumab injection 50 mg / 0,5 ml","golimumab injectie 50 mg / 0,5 ml"
15651,2016-10-01,,"hexamidine diisétionate solution cutané 1,5 mg / 1 ml","hexamidine diisetionaat oplossing cutaan 1,5 mg / 1 ml"
14704,2016-10-01,,glimépiride oral 2 mg,glimepiride oraal 2 mg
15628,2016-10-01,,"hexamidine diisétionate collyre ophtalmique (sans cons.) 0,6 mg / 0,6 ml","hexamidine diisetionaat druppels oculair (zonder bew.) 0,6 mg / 0,6 ml"
15669,2016-10-01,,hexamidine diisétionate collyre ophtalmique (sans cons.) 1 mg / 1 ml,hexamidine diisetionaat druppels oculair (zonder bew.) 1 mg / 1 ml
14944,2016-10-01,,granisétron oral 1 mg,granisetron oraal 1 mg
15354,2016-10-01,,guaïfénésine oral 100 mg / 5 ml,guaifenesine oraal 100 mg / 5 ml
15362,2016-10-01,2018-11-11,"guaïfénésine + noscapine oral 33,3 mg + 5 mg / 5 ml","guaifenesine + noscapine oraal 33,3 mg + 5 mg / 5 ml"
15370,2016-10-01,,guaïfénésine oral 66 mg / 5 ml,guaifenesine oraal 66 mg / 5 ml
15404,2016-10-01,,halopéridol injection (libér. modifiée) 150 mg / 3 ml,haloperidol injectie (gereg. afgifte) 150 mg / 3 ml
15412,2016-10-01,,halopéridol oral 2 mg / 1 ml,haloperidol oraal 2 mg / 1 ml
15438,2016-10-01,,halopéridol injection (libér. modifiée) 50 mg / 1 ml,haloperidol injectie (gereg. afgifte) 50 mg / 1 ml
15446,2016-10-01,,halopéridol injection 5 mg / 1 ml,haloperidol injectie 5 mg / 1 ml
15453,2016-10-01,,halopéridol oral 5 mg,haloperidol oraal 5 mg
15461,2016-10-01,,hémine perfusion 250 mg / 10 ml,hemine infusie 250 mg / 10 ml
15495,2016-10-01,,héparine sodium + zinc sulfate gel cutané 175 UI + 5 mg / 1 g,heparine natrium + zink sulfaat gel cutaan 175 IE + 5 mg / 1 g
15685,2016-10-01,,hexyl aminolévulinate instillation 85 mg,hexaminolevulinaat instillatie 85 mg
15750,2016-10-01,,hyaluronate injection 20 mg / 2 ml,hyaluronaat injectie 20 mg / 2 ml
16139,2016-10-01,,Hypericum perforatum oral 300 mg,Hypericum perforatum oraal 300 mg
14936,2016-10-01,,"goséréline (implant) 3,6 mg","gosereline (implantaat) 3,6 mg"
15396,2016-10-01,,halopéridol injection (libér. modifiée) 100 mg / 1 ml,haloperidol injectie (gereg. afgifte) 100 mg / 1 ml
15719,2016-10-01,,hexétidine oromuqueux/oropharyngé 5 mg / 5 ml,hexetidine orofaryngeaal/oromucosaal 5 mg / 5 ml
15792,2016-10-01,,hydrocortisone crème cutané 10 mg / 1 g,hydrocortison crème cutaan 10 mg / 1 g
15818,2016-10-01,,hydrocortisone + oxytétracycline pommade cutané 10 mg + 30 mg / 1 g,hydrocortison + oxytetracycline zalf cutaan 10 mg + 30 mg / 1 g
15842,2016-10-01,,hydrocortisone injection/perfusion 250 mg,hydrocortison injectie/infusie 250 mg
15867,2016-10-01,,hydrocortisone acétate crème cutané 10 mg / 1 g,hydrocortison acetaat crème cutaan 10 mg / 1 g
15909,2016-10-01,,hydrocortisone butyrate crème cutané 1 mg / 1 g,hydrocortison butyraat crème cutaan 1 mg / 1 g
15917,2016-10-01,,hydrocortisone butyrate émulsion cutané 1 mg / 1 g,hydrocortison butyraat emulsie cutaan 1 mg / 1 g
16451,2016-10-01,,fer(III) injection/perfusion 100 mg / 2 ml,ijzer(III) injectie/infusie 100 mg / 2 ml
16634,2016-10-01,,immunoglobulines perfusion 10 g / 200 ml,immunoglobulinen infusie 10 g / 200 ml
16295,,,,
15933,2016-10-01,2019-01-30,hydrocortisone butyrate solution cutané 1 mg / 1 ml,hydrocortison butyraat oplossing cutaan 1 mg / 1 ml
16048,2016-10-01,,hydroxocobalamine injection/oral 10 mg / 2 ml,hydroxocobalamine injectie/oraal 10 mg / 2 ml
16055,2016-10-01,,hydroxocobalamine perfusion 5 g,hydroxocobalamine infusie 5 g
16063,2016-10-01,,hydroxycarbamide oral 500 mg,hydroxycarbamide oraal 500 mg
16089,2016-10-01,,hydroxyéthylrutosides oral 1 g,hydroxyethylrutosiden oraal 1 g
16097,2016-10-01,2017-07-30,hydroxyéthylrutosides gel cutané 20 mg / 1 g,hydroxyethylrutosiden gel cutaan 20 mg / 1 g
16113,2016-10-01,,hydroxyzine oral 25 mg,hydroxyzine oraal 25 mg
16170,2016-10-01,,acide ibandronique perfusion 2 mg / 2 ml,ibandroninezuur infusie 2 mg / 2 ml
16188,2016-10-01,,acide ibandronique injection 3 mg / 3 ml,ibandroninezuur injectie 3 mg / 3 ml
16196,2016-10-01,2018-02-26,acide ibandronique oral 50 mg,ibandroninezuur oraal 50 mg
16220,2016-10-01,,ibuprofène oral 100 mg / 5 ml,ibuprofen oraal 100 mg / 5 ml
22343,2016-10-01,,mycophénolate oral 250 mg,mycofenolaat oraal 250 mg
16238,2016-10-01,,ibuprofène perfusion 10 mg / 2 ml,ibuprofen infusie 10 mg / 2 ml
16246,2016-10-01,,ibuprofène rectal 125 mg,ibuprofen rectaal 125 mg
16303,2016-10-01,,ibuprofène rectal 60 mg,ibuprofen rectaal 60 mg
16329,2016-10-01,,icatibant injection 30 mg / 3 ml,icatibant injectie 30 mg / 3 ml
16360,2016-10-01,2018-07-31,idarubicine perfusion 10 mg / 10 ml,idarubicine infusie 10 mg / 10 ml
16386,,,,
16444,2016-10-01,,fer(II) oral 695 mg,ijzer(II) oraal 695 mg
16477,2016-10-01,,fer(III) oral 225 mg / 5 ml,ijzer(III) oraal 225 mg / 5 ml
16485,2016-10-01,,fer(III) oral 326 mg,ijzer(III) oraal 326 mg
16642,2016-10-01,,"immunoglobulines injection 1,65 g / 10 ml","immunoglobulinen injectie 1,65 g / 10 ml"
16683,2016-10-01,,immunoglobulines perfusion 20 g / 200 ml,immunoglobulinen infusie 20 g / 200 ml
16725,2016-10-01,,"immunoglobulines perfusion 2,5 g / 50 ml","immunoglobulinen infusie 2,5 g / 50 ml"
20636,2016-10-01,,mésalazine oral (libér. modifiée) 2 g,mesalazine oraal (gereg. afgifte) 2 g
20669,2016-10-01,,mésalazine oral (libér. modifiée) 500 mg,mesalazine oraal (gereg. afgifte) 500 mg
16501,2016-10-01,,fer(II) oral (libér. modifiée) 80 mg,ijzer(II) oraal (gereg. afgifte) 80 mg
16527,2016-10-01,,iloprost inhalé 10 µg / 1 ml,iloprost inhalatie 10 µg / 1 ml
16543,,,,
16568,,,,
16808,2016-10-01,,immunoglobulines perfusion 5 g / 100 ml,immunoglobulinen infusie 5 g / 100 ml
16857,2016-10-01,,indacatérol inhalé 150 µg,indacaterol inhalatie 150 µg
17038,2016-10-01,,insuline aspart + insuline aspart protamine injection 30 U + 70 U / 1 ml,insuline aspart + insuline aspart protamine injectie 30 E + 70 E / 1 ml
17053,2016-10-01,,insuline aspart + insuline aspart protamine injection 70 U + 30 U / 1 ml,insuline aspart + insuline aspart protamine injectie 70 E + 30 E / 1 ml
17061,2016-10-01,,insuline injection 100 UI / 1 ml,insuline injectie 100 IE / 1 ml
17079,2016-10-01,,insuline + insuline isophane injection 30 UI + 70 UI / 1 ml,insuline + insuline-isofaan injectie 30 IE + 70 IE / 1 ml
17095,2016-10-01,,insuline glargine injection 100 U / 1 ml,insuline glargine injectie 100 E / 1 ml
17103,2016-10-01,,insuline glulisine injection 100 U / 1 ml,insuline glulisine injectie 100 E / 1 ml
17111,2016-10-01,,insuline isophane injection 100 UI / 1 ml,insuline-isofaan injectie 100 IE / 1 ml
17244,2016-10-01,,"interféron bêta-1a injection 22 µg / 0,5 ml","interferon bèta-1a injectie 22 µg / 0,5 ml"
16956,2016-10-01,,indométacine rectal 50 mg,indometacine rectaal 50 mg
16584,2016-10-01,,imipramine oral 25 mg,imipramine oraal 25 mg
17285,2016-10-01,2018-09-18,"interféron bêta-1a injection 66 µg / 1,5 ml","interferon bèta-1a injectie 66 µg / 1,5 ml"
16592,2016-10-01,,"imiquimod crème cutané 12,5 mg / 250 mg","imiquimod crème cutaan 12,5 mg / 250 mg"
17343,2016-10-01,,ipilimumab perfusion 200 mg / 40 ml,ipilimumab infusie 200 mg / 40 ml
16758,2016-10-01,,immunoglobulines injection/perfusion 4 g / 20 ml,immunoglobulinen injectie/infusie 4 g / 20 ml
16519,2016-10-01,,fer(II) oral (libér. modifiée) éq. 105 mg,ijzer(II) oraal (gereg. afgifte) eq. 105 mg
16790,2016-10-01,,immunoglobulines antihépatite B injection 500 UI / 1 ml,"immunoglobulinen, antihepatitis B injectie 500 IE / 1 ml"
16824,2016-10-01,,immunoglobulines perfusion 6 g,immunoglobulinen infusie 6 g
16840,2016-10-01,,immunoglobulines antilymphocytes T perfusion 25 mg,"immunoglobulinen, anti-T-lymfocyten infusie 25 mg"
16865,2016-10-01,,indacatérol inhalé 300 µg,indacaterol inhalatie 300 µg
16873,2016-10-01,,"indapamide oral 2,5 mg","indapamide oraal 2,5 mg"
16907,2016-10-01,,vert d'indocyanine injection 25 mg,indocyaninegroen injectie 25 mg
16915,2016-10-01,,vert d'indocyanine injection 50 mg,indocyaninegroen injectie 50 mg
20024,2016-10-01,2018-05-17,malathion solution cutané 5 mg / 1 g,malathion oplossing cutaan 5 mg / 1 g
16931,2016-10-01,,indométacine spray transdermique local 10 mg / 1 g,indometacine spray transdermaal lokaal 10 mg / 1 g
17160,2016-10-01,,"interféron alfa-2a injection 3 MUI / 0,5 ml","interferon alfa-2a injectie 3 MIE / 0,5 ml"
16980,2016-10-01,2017-12-21,ingénol mébutate gel cutané 150 µg / 1 g,ingenol mebutaat gel cutaan 150 µg / 1 g
16998,2016-10-01,2017-12-21,ingénol mébutate gel cutané 500 µg / 1 g,ingenol mebutaat gel cutaan 500 µg / 1 g
17012,2016-10-01,,insuline aspart injection 100 U / 1 ml,insuline aspart injectie 100 E / 1 ml
17269,2016-10-01,2017-06-12,interféron bêta-1a injection 30 µg,interferon bèta-1a injectie 30 µg
17293,2016-10-01,,interféron bêta-1b injection 250 µg,interferon bèta-1b injectie 250 µg
17749,,,,
17848,2016-10-01,,ioméprol injection/instillation 816 mg / 1 ml,jomeprol injectie/instillatie 816 mg / 1 ml
17863,,,,
17376,2016-10-01,,"ipratropium inhalé 0,25 mg / 1 ml","ipratropium inhalatie 0,25 mg / 1 ml"
17392,2016-10-01,,ipratropium inhalé 20 µg / 1 dos.,ipratropium inhalatie 20 µg / 1 dos.
17400,2016-10-01,,ipratropium nasal 20 µg / 1 dos.,ipratropium nasaal 20 µg / 1 dos.
17442,2016-10-01,,"irbésartan + hydrochlorothiazide oral 300 mg + 12,5 mg","irbesartan + hydrochloorthiazide oraal 300 mg + 12,5 mg"
17988,2016-10-01,,potassium perfusion 1 g / 10 ml,kalium infusie 1 g / 10 ml
18739,2016-10-01,,"leuproréline injection (libér. modifiée) 22,5 mg","leuproreline injectie (gereg. afgifte) 22,5 mg"
17996,2016-10-01,2018-07-20,potassium oral 1 g / 10 ml,kalium oraal 1 g / 10 ml
18028,2016-10-01,,potassium perfusion 746 mg / 10 ml,kalium infusie 746 mg / 10 ml
18044,2016-10-01,,camphre pommade cutané 100 mg / 1 g,kamfer zalf cutaan 100 mg / 1 g
17467,2016-10-01,,irbésartan oral 300 mg [CAVE séc.],irbesartan oraal 300 mg [CAVE deelb.]
17483,2016-10-01,,irinotécan perfusion 100 mg / 5 ml,irinotecan infusie 100 mg / 5 ml
18150,2016-10-01,,kétorolac injection 10 mg / 1 ml,ketorolac injectie 10 mg / 1 ml
17897,,,,
17509,2016-10-01,,irinotécan perfusion 40 mg / 2 ml,irinotecan infusie 40 mg / 2 ml
17517,2016-10-01,,irinotécan perfusion 500 mg / 25 ml,irinotecan infusie 500 mg / 25 ml
17541,,,,
17566,2016-10-01,,isosorbide perfusion 10 mg / 10 ml,isosorbide infusie 10 mg / 10 ml
17574,2016-10-01,2018-03-29,isosorbide oral 10 mg,isosorbide oraal 10 mg
17590,2016-10-01,,isosorbide oral 40 mg,isosorbide oraal 40 mg
17608,2016-10-01,,isosorbide oral/sublingual 5 mg,isosorbide oraal/sublinguaal 5 mg
17616,2016-10-01,,isotrétinoïne oral 10 mg,isotretinoïne oraal 10 mg
17624,2016-10-01,,isotrétinoïne oral 16 mg,isotretinoïne oraal 16 mg
17640,,,,
17657,2016-10-01,,isotrétinoïne oral 8 mg,isotretinoïne oraal 8 mg
19794,2016-10-01,2017-06-12,loratadine oral 5 mg / 5 ml,loratadine oraal 5 mg / 5 ml
17673,2016-10-01,,isradipine oral (libér. modifiée) 5 mg,isradipine oraal (gereg. afgifte) 5 mg
17681,2016-10-01,,itraconazole oral 100 mg,itraconazol oraal 100 mg
17780,2016-10-01,,iohexol injection/instillation 518 mg / 1 ml,johexol injectie/instillatie 518 mg / 1 ml
17798,2016-10-01,,iohexol injection/instillation 647 mg / 1 ml,johexol injectie/instillatie 647 mg / 1 ml
17814,2016-10-01,,ioméprol injection 510 mg / 1 ml,jomeprol injectie 510 mg / 1 ml
17822,,,,
17855,2016-10-01,,iode injection 480 mg / 1 ml,jodium injectie 480 mg / 1 ml
17905,2016-10-01,2018-07-08,ioversol injection 741 mg / 1 ml,joversol injectie 741 mg / 1 ml
17913,2016-10-01,2018-06-04,ioversol injection/perfusion 741 mg / 1 ml,joversol injectie/infusie 741 mg / 1 ml
17954,,,,
18051,2016-10-01,,camphre pommade cutané 200 mg / 1 g,kamfer zalf cutaan 200 mg / 1 g
18143,2016-10-01,,kétoprofène gel transdermique local 25 mg / 1 g,ketoprofen gel transdermaal lokaal 25 mg / 1 g
18184,2016-10-01,,kétotifène oral 1 mg / 5 ml,ketotifen oraal 1 mg / 5 ml
18580,2016-10-01,,laronidase perfusion 500 U / 5 ml,laronidase infusie 500 E / 5 ml
18762,2016-10-01,,leuproréline injection (libér. modifiée) 45 mg,leuproreline injectie (gereg. afgifte) 45 mg
20784,2016-10-01,,"méthotrexate injection 15 mg / 0,3 ml","methotrexaat injectie 15 mg / 0,3 ml"
18101,2016-10-01,,kétoconazole shampoing cutané 20 mg / 1 g,ketoconazol shampoo cutaan 20 mg / 1 g
18234,2016-10-01,,labétalol injection/perfusion 5 mg / 1 ml,labetalol injectie/infusie 5 mg / 1 ml
18283,,,,
19463,2016-10-01,2018-01-17,lidocaïne + tétracaïne crème cutané 70 mg + 70 mg / 1 g,lidocaïne + tetracaïne crème cutaan 70 mg + 70 mg / 1 g
18481,,,,
18432,,,,
18622,2016-10-01,,léflunomide oral 10 mg,leflunomide oraal 10 mg
18358,2016-10-01,,lamivudine oral 100 mg,lamivudine oraal 100 mg
18887,2016-10-01,,"lévobupivacaïne perfusion 2,5 mg / 1 ml","levobupivacaïne infusie 2,5 mg / 1 ml"
18903,2016-10-01,,"lévobupivacaïne perfusion 7,5 mg / 1 ml","levobupivacaïne infusie 7,5 mg / 1 ml"
19034,2016-10-01,,"lévodopa + carbidopa + entacapone oral 50 mg + 12,5 mg + 200 mg","levodopa + carbidopa + entacapon oraal 50 mg + 12,5 mg + 200 mg"
18176,2016-10-01,,"kétotifène collyre ophtalmique (sans cons.) 0,25 mg / 1 ml","ketotifen druppels oculair (zonder bew.) 0,25 mg / 1 ml"
19588,2016-10-01,,"lipegfilgrastim injection 6 mg / 0,6 ml","lipegfilgrastim injectie 6 mg / 0,6 ml"
18382,2016-10-01,,lamivudine oral 300 mg,lamivudine oraal 300 mg
18390,2016-10-01,,lamivudine oral 50 mg / 5 ml,lamivudine oraal 50 mg / 5 ml
18408,2016-10-01,,lamivudine oral 5 mg / 1 ml,lamivudine oraal 5 mg / 1 ml
18416,,,,
18457,,,,
18499,,,,
18523,2016-10-01,,lansoprazole oral 15 mg,lansoprazol oraal 15 mg
18531,2016-10-01,,lansoprazole oral 30 mg,lansoprazol oraal 30 mg
18556,2016-10-01,,lanthane oral 500 mg,lanthaan oraal 500 mg
12344,2016-10-01,,fénofibrate oral 160 mg,fenofibraat oraal 160 mg
18606,2016-10-01,,latanoprost collyre ophtalmique 50 µg / 1 ml,latanoprost druppels oculair 50 µg / 1 ml
18630,2016-10-01,,léflunomide oral 20 mg [CAVE séc.],leflunomide oraal 20 mg [CAVE deelb.]
18648,2016-10-01,,lénalidomide oral 10 mg,lenalidomide oraal 10 mg
18663,2016-10-01,,lénalidomide oral 25 mg,lenalidomide oraal 25 mg
18697,2016-10-01,,lercanidipine oral 10 mg,lercanidipine oraal 10 mg
18812,,,,
18820,,,,
18838,,,,
18879,2016-10-01,,"lévobupivacaïne perfusion 1,25 mg / 1 ml","levobupivacaïne infusie 1,25 mg / 1 ml"
19042,2016-10-01,,lévodropropizine oral 30 mg / 5 ml,levodropropizine oraal 30 mg / 5 ml
19075,2016-10-01,,lévofloxacine perfusion 500 mg / 100 ml,levofloxacine infusie 500 mg / 100 ml
19083,2016-10-01,,lévofloxacine oral 500 mg,levofloxacine oraal 500 mg
19109,2016-10-01,2017-09-18,"acide lévofolinique injection/perfusion 25 mg / 2,5 ml","levofolinezuur injectie/infusie 25 mg / 2,5 ml"
19125,2016-10-01,,acide lévofolinique injection/perfusion 50 mg / 1 ml,levofolinezuur injectie/infusie 50 mg / 1 ml
19349,2016-10-01,2018-06-19,lidocaïne + zinc oxyde rectal 10 mg + 280 mg,lidocaïne + zinkoxide rectaal 10 mg + 280 mg
20867,2016-10-01,,méthotrexate injection/perfusion 5 mg / 2 ml,methotrexaat injectie/infusie 5 mg / 2 ml
18911,2016-10-01,,"lévocabastine collyre ophtalmique 0,5 mg / 1 ml","levocabastine druppels oculair 0,5 mg / 1 ml"
18945,2016-10-01,,lévocétirizine oral 5 mg / 1 ml,levocetirizine oraal 5 mg / 1 ml
18952,2016-10-01,,lévocétirizine oral 5 mg,levocetirizine oraal 5 mg
18978,2016-10-01,,lévodopa + bensérazide oral (libér. modifiée) 100 mg + 25 mg,levodopa + benserazide oraal (gereg. afgifte) 100 mg + 25 mg
18994,2016-10-01,,"lévodopa + carbidopa + entacapone oral 150 mg + 37,5 mg + 200 mg","levodopa + carbidopa + entacapon oraal 150 mg + 37,5 mg + 200 mg"
19133,2016-10-01,,acide lévofolinique injection/perfusion 50 mg / 5 ml,levofolinezuur injectie/infusie 50 mg / 5 ml
19141,2016-10-01,,"acide lévofolinique oral 7,5 mg","levofolinezuur oraal 7,5 mg"
19935,2016-10-01,,lynestrénol oral 5 mg,lynestrenol oraal 5 mg
19166,2016-10-01,,lévomépromazine oral 25 mg,levomepromazine oraal 25 mg
20123,2016-10-01,,mécasermine injection 40 mg / 4 ml,mecasermine injectie 40 mg / 4 ml
19737,2016-10-01,,lopéramide + siméticone oral 2 mg + 133 mg,loperamide + simeticon oraal 2 mg + 133 mg
19273,,,,
19323,2016-10-01,,lidocaïne injection 100 mg / 5 ml,lidocaïne injectie 100 mg / 5 ml
19307,,,,
19281,,,,
19257,,,,
19182,2016-10-01,,"lévonorgestrel oral 0,03 mg","levonorgestrel oraal 0,03 mg"
20487,2016-10-01,,mépivacaïne injection 20 mg / 1 ml,mepivacaïne injectie 20 mg / 1 ml
19364,,,,
19380,2016-10-01,2017-06-12,lidocaïne urétral 20 mg / 1 ml,lidocaïne urethraal 20 mg / 1 ml
19448,2016-10-01,2018-04-09,"lidocaïne + triamcinolone rectal 50 mg + 0,5 mg","lidocaïne + triamcinolon rectaal 50 mg + 0,5 mg"
