@actorNr,@from,Denomination,StreetName,StreetNum,Postcode,City,CountryCode,Language,LegalForm,Building,Phone,Postbox,AuthorisationNr,VatNr,Website
01121,1960-01-01,Zimmer International,Klein Eilandstraat,5,1070,Brussel,BE,NL,NV,,02/5217007,,,,
01122,1960-01-01,Sobeldent,Avenue Louise,522,1050,Bruxelles,BE,FR,SA,,02/4256037,,,,
01123,1960-01-01,"Lobert,Produits Pharmaceutiques",Avenue de la Reine,17-19,1030,Bruxelles,BE,FR,,,03/7760074,,,,
01124,1960-01-01,Olbrechts A.,Rue Lemonnier,113,1060,Bruxelles 6,BE,FR/NL,Ets,,,,,,
01125,1960-01-01,Biocodex Benelux,Square Marie Curie,20,1070,ANDERLECHT,BE,NL,SA/NV,,02/3704790,,1125H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0401.936.623')])",
01126,1960-01-01,Barette Medical,Chee de Waterloo,648,1060,Bruxelles,BE,FR,SPRL,,02/3441401,,,,
01127,1960-01-01,"Ensch A.,Pharmacie",Rue des Faubourgs,6,6700,Arlon,BE,FR,,,,,,,
01128,1960-01-01,Stallergenes Belgium,Chaussée de Louvain,277,1410,WATERLOO,BE,FR,SA,,02/3570660,,1128H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0457.407.854')])",
01129,1960-01-01,Osmovals,Avenue de Malmaison,21,1410,Waterloo,BE,FR,SA,,,,,,
01130,1960-01-01,Hedephar,Route de Mons,62,7050,Jurbise,BE,FR,SC,,,,,,
01131,1960-01-01,Pharmacia,Raketstraat,62,1130,Brussel,BE,NL,NV,,02/7274411,B2,,,
01132,1960-01-01,"Lottin M.C. , Epse Olivier",Rue des Cerisiers,34,5100,Jambes,BE,FR,,,,,,,
01133,1960-01-01,"Noel Mady , Mme",Avenue Reine Elisabeth,162,5000,Beez,BE,FR,,,,,,,
01134,1960-01-01,Intermedic,Rue Major Mascaux,21-25,5100,Jambes,BE,FR,,,,,,,
01135,1960-01-01,Rt-Med,Hovenierstraat,34A,8500,Kortrijk,BE,NL,NV,,056/226456,,,,
01136,1960-01-01,Belgalens,Avenue des Acacias,32,1330,Rixensart,BE,FR,SPRL,,02/6356636,,,,
01137,1960-01-01,Asian Belgian American Trading,Avenue Jules Bordet,68,1140,Bruxelles,BE,FR,SPRL,,02/7266802,,,,
01139,1960-01-01,Anthoons J.En Huyghebaert J.,Tervuursesteenweg,111,3001,Leuven,BE,NL,BVBA,,016/203793,,,,
01140,1960-01-01,Hav,Binnensteenweg,172A,2530,Boechout,BE,NL,NV,,03/4540096,,,,
01141,1960-01-01,Globalco,Voie Cardijn,13,1348,Louvain-La Neuve,BE,FR,SA,,010/454848,,,,
01142,1960-01-01,Genec,Rue des Trois Arbres,16B,1180,Bruxelles,BE,FR,SA,,02/3704710,,,,
01143,1960-01-01,Romed,Turnhoutsebaan,238,2140,Antwerpen,BE,NL,BVBA,,03/236467,,,,
01144,1960-01-01,Ortho-Service,Ottergemsesteenweg,449,9000,Gent,BE,NL,NV,,09/2206020,,,,
01145,1960-01-01,Mullie Christian,Rue de la Citadelle,97,7712,Herseaux,BE,FR,,,056/332831,,,,
01146,1960-01-01,Intratec,Politieke Gevangenenstraat,23,9600,Ronse,BE,NL,,,055/209971,,,,
01147,1960-01-01,Galderma Belgilux,Rijksweg,14,2870,Puurs,BE,NL,NV,,03/8971900,,1147H,,
01150,1960-01-01,Volina,Delaerestraat,20,8800,Roeselare,BE,NL,BVBA,,051/203418,,,,
01151,1960-01-01,"Mariman, Molens",Oostdijk,,2830,Willebroek,BE,NL,NV,,03/8867163,,,,
01153,1960-01-01,Mondomed,Middenweg,12,3930,Hamont,BE,NL,NV,,011/621425,,,,
01154,1960-01-01,A.B.Medical,Siemenslaan,,3650,Dilsen-Stokkem,BE,NL,BVBA,,011/758762,,,,
01156,1960-01-01,Clintec Benelux,Boulevard R.Branquart,80,7860,Lessines,BE,FR,SA,,068/272735,,,,
01157,1960-01-01,Medical Vascular & Cardio Products,Beurtstraat,22D,3390,Tielt-Winge,BE,NL,BVBA,,016/222233,,,,
01158,1960-01-01,Versyck Daniel / Ankh,Bellegemstraat,77,8510,Bellegem,BE,NL,,,056/222647,,,,
01159,1960-01-01,Spiessens Stefan / Kinemed,Kapelstraat,80,2880,Bornem,BE,NL,,,03/8891547,,,,
01160,1960-01-01,St.Jude Medical,Arianelaan,5,1200,Brussel,BE,NL,,,02/7746811,,,,
01161,1960-01-01,"Ohmeda, Divisie Boc",Maaltecenter G / Derbystraat,251,9051,Gent,BE,NL,NV,,09/2204757,,,,
01162,1960-01-01,Euro-Pharmaceuticals,Avenue Wolvendael,21,1180,Bruxelles,BE,FR,SA,,,6,,,
01163,1960-01-01,Westpharma,Lendeledestraat,2,8870,Izegem,BE,NL,NV,,051/314348,,,,
01164,1960-01-01,Medtronic Functional Diagnostics,Rue de Stalle,65,1180,Bruxelles,BE,FR,SA,,02/3769561,,,,
01165,1960-01-01,Promedis,Ommegangstraat,24,8550,Zwevegem,BE,NL,NV,,056/760611,,,,
01166,1960-01-01,Eurocetus Benelux,A.Francestraat,119,1030,Brussel,BE,NL,BV,,,,,,
01167,1960-01-01,Estetiek,Mgr Simenonlaan,50,3770,Vlijtingen-Riemst,BE,NL,BVBA,,012/452063,,,,
01168,1960-01-01,"Rectem-Priem Mme , (Medi-Line)",Rue de Bruxelles,18,1400,Nivelles,BE,FR,,,067/220774,,,,
01169,1960-01-01,Gt Paramed,Rue Lison,86,6060,Charleroi,BE,FR,SA,,071/395499,,,,
01170,1960-01-01,Euromi,Rue des Anneuses,72,4860,Wegnez,BE,FR,SA,,087/469813,,,,
01171,1960-01-01,Newmedic,Kontichstraat,104,2650,Edegem,BE,NL,BVBA,,03/4581553,,,,
01172,1960-01-01,Pharmacia Biosystems,Raketstraat,62,1130,Brussel,BE,NL,NV,,02/2425616,2,,,
01173,1960-01-01,Pharmamed,Avenue de Saio,19,1070,Bruxelles,BE,FR,SA,,02/5212400,,,,
01174,1960-01-01,Ligavet,Avenue de la Gare,79,6840,Neufchateau,BE,FR,SA,,,,,,
01175,1960-01-01,Marchewka Daniel/Espace Medical,Rue D.Quenne,19,6110,Montigny-Le-Tilleul,BE,FR,,,071/517715,,,,
01176,1960-01-01,Benten,Elsakkerweg,20,9830,Sint-Martens-Latem,BE,NL,NV,,091/824399,,,,
01177,1960-01-01,Stryker,Ikaroslaan,12,1930,Zaventem,BE,NL,NV,,02/2150401,,1177H,,
01179,1960-01-01,Willocx Benoit / Homecare,Hoogstraat,19,9150,Kruibeke,BE,NL,,,03/7742351,,,,
01180,1960-01-01,Florenpharm,Place Albert 1Er,48,6820,Florenville,BE,FR,SC,,063/311044,,,,
01181,1960-01-01,VMD & I,Hoge Mauw,900,2370,Arendonk,BE,NL,CV,,014/672051,,,,
01182,1960-01-01,Ciba Vision Benelux,Wayenborgstraat,22,2800,Mechelen,BE,NL,NV,,015/286410,,,,
01183,1960-01-01,"Mary , Jean / Module Sante",Rue P.J.Dewerfe,29,6040,Jumet,BE,FR,,,071/356667,,,,
01184,1960-01-01,Janssen Biotech,Lammerdries,55,2250,Olen,BE,NL,NV,,014/224015,,,,
01185,1960-01-01,Bournonville Pharma,Parc Ind./Rue de L'Industrie,11,1420,Braine-L'Alleud,BE,FR,SA,,02/3846080,,,,
01186,1960-01-01,Fraver,Keizershoek,336,2550,KONTICH,BE,NL,NV,,03/4571176,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0416.011.521')])",
01187,1960-01-01,Atlan'Tol,Zandloperstraat,84,9030,Gent,BE,NL,NV,,091/263697,,,,
01188,1960-01-01,Corvita Europe,Joseph Wybranlaan,40,1070,Brussel,BE,NL,NV,,02/5216940,,,,
01189,1960-01-01,Patella,Rue J.B.Mosselmans,44,1140,Bruxelles,BE,FR,SPRL,,02/2458566,,,,
01190,1960-01-01,"Terwagne, Maison",Parc Industriel de Biron,5,5300,Ciney,BE,FR,SPRL,,083/212197,,,,
01191,1960-01-01,Benetec,Boogstraat,24,2470,Retie,BE,NL,BVBA,,014/377920,,,,
01192,1960-01-01,Boehringer Ingelheim Animal Health Belgium,Avenue Ariane,16,1200,SINT-LAMBRECHTS-WOLUWE,BE,FR/NL,NV,,02/529.49.63,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0445.411.231')])",
01193,1960-01-01,Hades,Rue Lt Liedel,46,1070,Bruxelles,BE,FR,SA,,02/5215074,,,,
01194,1960-01-01,Haber,Gaston Eyskenslaan,2,3900,Overpelt,BE,NL,NV,,011/664833,,,,
01195,1960-01-01,Sanofi-Pharma  DELETED,Avenue de la Metrologie,5,1130,Bruxelles,BE,FR,SA,,02/2400630,,,,
01196,1960-01-01,Medgenix Diagnostics,Zoning Industriel,,6220,Fleurus,BE,FR,SA,,071 829888,,,,
01197,1960-01-01,Smithkline Beecham Consumer Healthcare,Rue du Tilleul,13,1332,Genval,BE,FR,,,02/6562773,,,,
01198,1960-01-01,Medical Care Systems,Winston Churchilllaan,251,1180,Bruxelles,BE,NL,NV,,02/4799794,,,,
01199,1960-01-01,Ontex,Industriepark Gendhof,19-21,9255,Buggenhout,BE,NL,NV,,052/335097,,,,
01200,1960-01-01,Cochlear Tecnology Centre Europe,Schalienhoevedreef,20I,2800,Mechelen,BE,NL,,,015/362800,,,,
01201,1960-01-01,Kirschner Medical Belgium,Rue E.Feron,70,1060,Bruxelles,BE,FR,SA,,02/5350580,,,,
01202,1960-01-01,Alpha-Repartition,Rue Fond du Marechal,10,5020,Suarlee,BE,FR,SA,,064/285884,,1202H,,
01203,1960-01-01,Alpha-Repartition,Rue Fond du Maréchal,10,5020,Suralee,BE,FR,SA,,,,,,
01204,1960-01-01,Pharmaco International,Rue de la Fusee,66,1130,Bruxelles,BE,FR,Inc,,02/7268842,,,,
01205,1960-01-01,Bieffe Medital Belgium,Bd Branquart,80,7860,Lessines,BE,FR,SA,,09/2207557,,,,
01206,1960-01-01,Nobel Biocare Benelux,Doornveld,11,1731,Zellik,BE,NL,NV,,02/4621411,29,,,
01207,1960-01-01,Timac Potasco,Rue de la Jonction,4,6030,Marchienne Au Pont,BE,FR,SA,,071/209138,,,,
01208,1960-01-01,Centocor,Desguilei,50,2018,Antwerpen,BE,NL,NV,,03/2485577,,,,
01209,1960-01-01,Medidat,De Bruynlaan,72,2610,Wilrijk,BE,NL,BVBA,,03/8272128,,,,
01210,1960-01-01,Eumedica  DELETED,Winston Churchilllaan,67,1180,Brussel,BE,NL,NV,,02/3443543,,,,
01211,1960-01-01,Dirinco,J.Van Elewijckstraat,103,1853,Strombeek-Bever,BE,NL,BVBA,,02/4668281,5,,,
01212,1960-01-01,Laboratoires S.M.B.,Rue de la Pastorale,26-28,1080,Bruxelles,BE,FR,SA,,02/4114828,,,,
01213,1960-01-01,Ralet Chemical And Pharmaceutical Co,Chateau de Neufcour,,4610,Beyne-Heusay,BE,FR,,,041/583350,,,,
01214,1960-01-01,Esapharm,Burgweg,7,8640,Oost-Vleteren,BE,NL,NV,,058/230880,,1214H,,
01215,1960-01-01,Delaval,Industriepark-Drongen,10,9031,Drongen,BE,NL,NV,,09/2809100,,,,
01216,1960-01-01,Andacon,Beselarestraat,72,8890,Dadizele,BE,NL,NV,,051/253739,,1216H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0446.988.767')])",
01217,1960-01-01,Alpha Therapeutic Benelux,Rue de L'Industrie/Val.Hain,11,1420,Braine-L'Alleud,BE,FR,SA,,02/3846080,,,,
01218,1960-01-01,Institut De Pharm.Et D'Inv.Biomed.,Dreve des Dominicains,24,6280,Loverval,BE,FR,,,071/333750,,,,
01219,1960-01-01,Nipro Europe,Weihoek,3H,1930,Zaventem,BE,NL,NV,,02/7255533,,,,
01220,1960-01-01,Sempo,Twee Huizenstraat,55,1140,Brussel,BE,NL,NV,,03/2481371,,,,
01221,1960-01-01,Pieters Medical Productions,Lange Lozanastraat,215,2018,Antwerpen,BE,NL,NV,,03/2389474,,,,
01222,1960-01-01,Gilette Group Belgium,E.Mommaertslaan,18,1831,Diegem,BE,NL,NV,,31704131666,,,,
01223,1960-01-01,Roviphar,Louisalaan .,522,1000,Brussel,BE,FR,BVBA,,056/760611,,,,
01224,1960-01-01,Ecuphar,Legeweg,157I,8020,OOSTKAMP,BE,NL,NV,,050/428659,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0476.255.350')])",
01225,1960-01-01,Distrimed,Callaertstraat,4,9100,St-Niklaas,BE,NL,NV,,03/7665293,,,,
01226,1960-01-01,Belgium Medical,Rozenkranslaan,143,3600,Genk,BE,NL,BVBA,,089/305483,B2,,,
01227,1960-01-01,Vsm Belgium,Marcel Thirylaan,216,1200,Brussel,BE,NL,NV,,03/4583663,,,,
01228,1960-01-01,"Vogel-Biohorma, A.",Generaal Wahislaan,55,1030,Brussel,BE,NL,NV,,02/2426450,,,,
01229,1960-01-01,Collagen,Rue de Bois-Seigneur-Isaac,40,1421,Braine-L'Alleud,BE,FR,SA,,02/3874636,7,,,
01230,1960-01-01,Stationsapotheken,Centraal Station,,1000,Brussel,BE,NL,NV,,02/5111527,,,,
01231,1960-01-01,Emdoka,J.Lijsenstraat,16,2321,Hoogstraten,BE,NL,BVBA,,03/3150426,,,,
01232,1960-01-01,E.J.,Reservorenstraat 28,31,3581,Beverlo,BE,NL,BVBA,,011/341629,,,,
01233,1960-01-01,Diversey Lever,Haachtsesteenweg,672,1910,Kampenhout,BE,NL,NV,,016/606060,,,,
01234,1960-01-01,Couvreur Pharma,Schiphollaan,2,1140,Brussel,BE,NL,NV,,02/7296911,,,,
01235,1960-01-01,Pharma Distri Center,Eigenlostraat,5,9100,SINT-NIKLAAS,BE,NL,NV,,03/7808100,,1235H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0448 553 239')])",
01237,1960-01-01,Kartal,Rue du Canal,2,4130,Hony (Esneux),BE,FR,SC,,041/880188,,,,
01238,1960-01-01,Sanofi Diagnostics Pasteur,Metrologielaan,5,1130,Brussel,BE,NL,NV,,02/2400774,,,,
01239,1960-01-01,Sifi Benelux,Winston Churchilllaan,67,1180,Bruxelles,BE,NL,NV,,02/3443543,,,,
01240,1960-01-01,Ibis-Pharma,Boulevard G. Wahis,20A,1030,SCHAARBEEK,BE,FR,SA,,02/2413130,,1240H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0448.505.234')])",
01241,1960-01-01,Ciba Corning Diagnostics,Excelsiorlaan,49,1930,Zaventem,BE,NL,NV,,02/7207120,,,,
01242,1960-01-01,Takeda Belgium Comm. VA,L. Da Vincilaan,7,1930,ZAVENTEM,BE,NL,NV,,02/4640611,,1242H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0448.691.613')])",
01243,1960-01-01,Smithkline Beecham Consumer Brands,Rue du Tilleul,13,1332,Genval,BE,FR,SA,,02/6562460,,,,
01244,1960-01-01,Dat Medical,Tunnelweg,14,2845,Niel,BE,NL,NV,,03/8448181,,,,
01245,1960-01-01,Elm-Consult,Terlaenenstraat,48,3040,Huldenberg,BE,NL,BVBA,,,,,,
01246,1960-01-01,Medi-Dero,Wellingtonstraat,2,8400,Oostende,BE,NL,BVBA,,059/801329,1,,,
01247,1960-01-01,Depharm,Rue du Manil,80,1301,Wavre,BE,FR,SA,,010/243838,,,,
01248,1960-01-01,Ad-Pharma,Avenue du Commerce,23,1420,Braine-L'Alleud,BE,FR,SA,,,,,,
01249,1960-01-01,Diag Biomedica,Zeilstraat,19,3500,Hasselt,BE,NL,NV,,011/254368,,,,
01250,1960-01-01,Fresenius Kabi,Brandekensweg,9,2627,SCHELLE,BE,NL,NV,,03/8807308,,1250H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0458.813.760')])",
01251,1960-01-01,Hospira Benelux Afgekort Hospira,Pleinlaan,17,1050,ELSENE,BE,NL,,,02/3320315,,1251H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0449.591.040')])",
01253,1960-01-01,"Besselaar G.H., Associates",Avenue de Tervueren,273,1150,Bruxelles,BE,FR,SA,,,,,,
01254,1960-01-01,Jubilant Pharmaceuticals,Axxes Bs.Park Guldensporenpark,22,9820,Merelbeke,BE,NL,NV,,09/2331404,Blok C,,,
01255,1960-01-01,Ingen,Tweekerkenstraat,37,1040,Brussel,BE,NL,CV,,02/2850109,,,,
01256,1960-01-01,Pharmaworld,Rue du Berceau,12,1495,Villers-La-Ville,BE,FR,SCRL,,071/877034,,,,
01257,1960-01-01,Ratiopharm Belgium,Rue Saint-Lambert,141,1200,Bruxelles,BE,FR,SA,,02/7611011,,1257H,,
01258,1960-01-01,Wolfs Pharmaceuticals,Molenberglei,20,2627,Schelle,BE,NL,NV,,03/8808760,,,,
01259,1960-01-01,Cogezaf,Rue des Haipes,11,5030,GEMBLOUX,BE,FR,SA,,081/601651,,1259H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0427.535.517')])",
01260,1960-01-01,Boston Scientific Benelux,Parc Ind. de Petit Rechain,,4800,Verviers,BE,FR,SA,,087/307711,,,,
01261,1960-01-01,Hemar,Bagattenstraat,77B,9000,Gent,BE,NL,NV,,09/2829737,,,,
01262,1960-01-01,International Pharmaceutical Services (IPS),Laarstraat,16,2610,Wilrijk,BE,NL,NV,"Garden Square, Gebouw C",03/3253244,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0477.331.039')])",
01263,1960-01-01,Devroe Instruments,Vossestraat,29,8570,Ingooigem,BE,NL,NV,,056/775483,,,,
01264,1960-01-01,Ijsfabriek Strombeek,Broekstraat,70,1860,MEISE,BE,NL,NV,,02/2724134,,1264H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0400.684.333')])",
01265,1960-01-01,Hospithera International,Rue Emile Feron,70,1060,Bruxelles,BE,FR,SA,,02/5350211,,,,
01266,1960-01-01,Pharma Support,Capucienenlaan,49,9300,Aalst,BE,NL,BVBA,,053/767620,,1266H,,
01267,1960-01-01,Beldico,Rue Andre Feher,1,6900,Marche-En-Famenne,BE,FR,SA,,084/313780,,,,
01268,1960-01-01,Euro Medical,Gerhoevenstraat 13,71,3945,Ham,BE,NL,BVBA,,013/673954,,,,
01269,1960-01-01,Angiomed Benelux,Dr.Spitaelslaan,40A,1502,Halle,BE,NL,NV,,02/3564631,,,,
01271,1960-01-01,Pouwer Agri Produkten,Leopoldplaats,10,2000,Antwerpen,BE,NL,BVBA,,03/2335787,4,,,
01272,1960-01-01,Duo-Med,Markt,27,1840,Londerzeel,BE,NL,NV,,052/305956,1,,,
01273,1960-01-01,Mcneil Comm. V.A.,Roderveldlaan,1,2600,Berchem,BE,NL,,,03/2805478,,,,
01274,1960-01-01,Belservices,Untere Rottergasse,7,4700,Eupen,BE,FR,SPRL,,087/554600,,,,
01275,1960-01-01,Fleterna,Westvleterendorp,25,8640,Vleteren,BE,NL,BVBA,,057/400400,,,,
01276,1960-01-01,Teva Pharma Belgium,Laarstraat,16,2610,Wilrijk,BE,NL,NV,,03/8207373,,1276H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0451.951.110')])",
01277,1960-01-01,Cox Pharma Belgium,Kolonel Bourgstraat,155,1140,Brussel,BE,NL,NV,,02/7197711,,,,
01278,1960-01-01,Thonickx,Vrouweneenhoekstraat,82,9100,St Niklaas,BE,NL,BVBA,,03/7766001,,,,
01279,1960-01-01,Lievens Inge,Steenweg Op Aalst,1074,9308,Gijzegem,BE,NL,,,053/781220,,,,
01280,1960-01-01,Nexstar,Laarstraat,16,2610,Wilrijk,BE,NL,NV,,03/8207020,,,,
01281,1960-01-01,Cellpro Europe,St.Pietersplein,11-12,1970,Wezembeek-Oppem,BE,NL,NV,,02/7318353,,,,
01282,1960-01-01,PostNL Cargo België,Industriepark West,65,9100,SINT-NIKLAAS,BE,NL,BVBA,,014/426051,,1282H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0846.219.981')])",
01283,1960-01-01,Lensita,Rue Coenraets,56,1060,Bruxelles,BE,FR,SA,,02/5350572,,,,
01284,1960-01-01,Animal Inter Pharma Devel. (A.I.P.),Rue des Artisans,2,4877,OLNE,BE,FR,SA,,04/2272423,,,,
01285,1960-01-01,Kaneka Eurogentec,Rue du Bois St Jean,5,4102,Ougrée,BE,FR,SA,,04/3666145,,1285H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0427.348.346')])",
01286,1960-01-01,Dynarop,Rue de Roubaix,24,7520,Templeuve,BE,FR,SPRL,,069/352569,,,,
01287,1960-01-01,Orthovita,Ruelle des Croix,36,1390,Grez Doiceau,BE,FR,Inc,,010/841249,,,,
01288,1960-01-01,Medilor,Rue Lieutenant Cotton,24,7880,Flobecq,BE,FR,SPRL,,068/447865,,,,
01289,1960-01-01,SGS Belgium,Noorderlaan,87,2030,ANTWERPEN,BE,NL,NV,,015/405082,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0404 882 750')])",
01290,1960-01-01,Virbac Belgium,Esperantolaan,4,3001,Heverlee,BE,NL,Nva,,016/387260,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0453.392.252')])",
01292,1960-01-01,Rod-In,Avenue des Croix de Guerre,121,1120,Bruxelles,BE,FR,SA,,02/2457435,A,,,
01293,1960-01-01,Hoechst Roussel Vet,Charleroisesteenweg,111-113,1060,Brussel,BE,NL,NV,,02/5334352,,,,
01294,1960-01-01,Pilling Weck,Trekweg,15,9030,Mariakerke,BE,NL,NV,,09/2361105,,,,
01295,1960-01-01,Apothekers Zonder Grenzen,Houthulstbosstraat,27,1000,Brussel,BE,NL,VZW,,02/2185502,,,,
01296,1960-01-01,B.C.I.P.,Bd. Mettewie,46,1140,Bruxelles,BE,FR,SA,,02/2454040,173,,,
01297,1960-01-01,Cyberonics Europe,Belgicastraat,9,1930,Zaventem,BE,NL,SA,,,,,,
01298,1960-01-01,Nenok,Boomsesteenweg,28,2627,Schelle,BE,NL,NV,,03/8882315,,,,
01299,1960-01-01,Lilly Clinical Operations,Rue Granbonpre (Parc Scie.Lln),11,1348,Mont-Saint-Guibert,BE,FR,SA,,010/476011,,,,
01300,1960-01-01,Radionics Europe,Gentsesteenweg,40,9230,Wetteren,BE,NL,NV,,09/3661032,,,,
01301,1960-01-01,De Smedt Ronny,Kattestraat,24B,9700,Oudenaarde,BE,NL,,,055/301249,B,,,
01302,1960-01-01,Medioost,Monnikenhofstraat,101,2040,Berendrecht,BE,NL,NV,,03/5680125,,,,
01303,1960-01-01,Pontos,Leterweg,65,3740,Bilzen,BE,NL,NV,,,,,,
01304,1960-01-01,Emasdi,Veilinglaan,60,1861,Meise,BE,NL,,,02/2702250,,,,
01305,1960-01-01,"Medinvest-Derdeyn Carine, Mevrouw",Rijksweg,39,8820,Torhout,BE,NL,,,,,,,
01306,1960-01-01,Belgian Laboratory Engineering,Pikkelblokstraat,1,3090,Overijse,BE,FR,,,02/6872964,,,,
01307,1960-01-01,Technicor Implant Center,Julius Cesarlaan,2,1150,Brussel,BE,NL,BVBA,,02/7710192,,,,
01308,1960-01-01,Guidant Belgium,Culliganlaan,2B,1831,Diegem,BE,NL,NV,Park Lane,02/7141411,,,,
01309,1960-01-01,Leemco,Kapelstraat,32,2880,Bornem,BE,NL,,,,,,,
01310,1960-01-01,Arenco Pharmaceutica,Nieuwlandlaan,66,3200,AARSCHOT,BE,NL,NV,,014/232911,6,1310H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0446.450.913')])",
01311,1960-01-01,Polymedics,Ambachtenlaan,21,3990,Peer,BE,NL,NV,,011/636863,4,,,
01312,1960-01-01,Medsys,Rue Chainisse,39,5030,Gembloux,BE,FR,SA,,081/568484,,,,
01313,1960-01-01,Home Care Corporation,Kleine Zuidstraat,1A,9970,Kaprijke,BE,NL,BVBA,,09/3735455,,,,
01314,1960-01-01,Smiths Medical Belgium,Rubensstraat,104,2300,Turnhout,BE,NL,NV,,014/429095,,,,
01315,1960-01-01,Somas Chirurgische Techniek,Brederodestraat,184,2018,Antwerpen,BE,NL,BVBA,,03/2389911,,,,
01316,1960-01-01,Hoechst Belgium,Kolonel Bourgstraat,155,1140,Brussel,BE,NL,NV,,02/7304111,,,,
01318,1960-01-01,Csl Behring,Bedrijvenlaan,11,2800,MECHELEN,BE,NL,NV,,015/28.89.20,,1318H,,
01319,1960-01-01,Sofamor Danek,Turnhoutsebaan,17,2400,Mol,BE,NL,NV,,014/321470,,,,
01320,1960-01-01,Haemonetics Belgium,Leuvensesteenweg,542,1930,Zaventem,BE,NL,NV,,02/7207484,14,,,
01321,1960-01-01,Pharm-Inter,Avenue du Chateau,108,1080,Bruxelles,BE,FR,SPRL,,02/4261616,1,,,
01323,1960-01-01,Messer Belgium,Nieuwe weg,1,2070,Zwijndrecht,BE,NL,NV,Haven 1053,2/2570811,,1323H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0402.166.453')])",
01324,1960-01-01,Auxi-Export,Colonel Van Gelestraat,120,1040,ETTERBEEK,BE,FR,SPRL,,0494/212509,,1324H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0448.506.521')])",
01325,1960-01-01,Air Liquide Medical,Quai des Vennes,8,4020,LIÈGE,BE,FR,SA,,02/2559696,,1325H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0436.888.493')])",
01326,1960-01-01,Orvi,Maandal,10,1652,Beersel,BE,NL,,,02/3312875,,,,
01327,1960-01-01,Instrumentation Laboratory,Excelsiorlaan,81,1930,Zaventem,BE,NL,NV,,02/7252052,1,,,
01328,1960-01-01,Ivac Medical,Otto de Mentockplein,19,1853,Strombeek-Grimbergen,BE,NL,BV,,02/2673899,,,,
01329,1960-01-01,Omnilabo,Avenue General Eisenhouwer,17-19,1030,Bruxelles,BE,FR,SA,,02/2452290,,,,
01330,1960-01-01,Intexo,Zandvoortstraat,16,2800,Mechelen,BE,NL,NV,,015/299111,,,,
01331,1960-01-01,E-Z-Em Belgium,Kiezelstraat,144,3500,Hasselt,BE,NL,BVBA,,011/312616,,,,
01332,1960-01-01,Maxxim Medical Belgium,Nachtegaalstraat,4,9320,Aalst,BE,NL,NV,,053/662625,,,,
01333,1960-01-01,Chevalier Ets,Rue de Bruxelles,112,5000,Namur,BE,FR,SPRL,,081/227888,,,,
01334,1960-01-01,D.E.N. Medical,Bosstraat,82,1640,St-Genesius-Rode,BE,NL,BVBA,,02/3615644,,,,
01335,1960-01-01,Covarmed,Kwabrugstraat,14,8510,Bellegem,BE,NL,BVBA,,056/426010,,,,
01336,1960-01-01,Medisense Belgium,Rue du Bosquet,2,1348,Louvain-La-Neuve,BE,FR,SPRL,,0800/16772,,,,
01337,1960-01-01,Pfizer Service Company,Hoge Wei,10,1930,Zaventem,BE,NL,NV,,02/7220211,,1337H,"OrderedDict([('@countryCode', 'BE'), ('#text', '0478.242.365')])",
01338,1960-01-01,Envederm,Bilsken,14,9920,Lovendegem,BE,NL,BVBA,,09/2524210,,,,
01339,1960-01-01,Fournex,Rue du Tilleul,13,1332,Genval,BE,FR,SA,,02/6562111,,,,
01340,1960-01-01,Hubriphar,Avenue des Bouvreuils,14,1301,Bierges,BE,NL,BVBA,,02/5295811,,,,
01341,1960-01-01,Twins,Oudestraat,83,1910,Kampenhout,BE,NL,NV,,016/601080,,,,
01342,1960-01-01,Dyna-Medical,Chee D'Alsemberg,368-370,1180,Bruxelles,BE,FR,SPRL,,02/3434741,,,,
01343,1960-01-01,Jepharex,Schuurhovenveld,2441B,3800,Sint-Truiden,BE,NL,NV,,011/333011,,,,
01344,1960-01-01,Phare Belgium(Pharmac.Enterprises),Satenrozen 6A - Unit 002,,2550,KONTICH,BE,NL,NV,,03/8808772,,,"OrderedDict([('@countryCode', 'BE'), ('#text', '0455 014 924')])",
